bucket,domain,url,tranco_rank,predicted_model,model_confidence,predicted_industry,predicted_revenue,revenue_confidence,is_real_business,model_ok,true_model,industry_ok,true_industry,true_revenue,notes
saas_plain,jdreamtech.com,https://jdreamtech.com,\N,SaaS,0.57,Fintech,<$1M,0.74,y,y,,n,Software,,"gv4 | AI: Chinese SaaS platform for recycling industry automation (reverse invoicing); 500+ clients, 300k+ transactions/month"
saas_plain,launchcircumvent.com,https://launchcircumvent.com,\N,SaaS,0.65,Productivity,$1M-$10M,0.55,,,,,,,gv4 | AI: Site unreachable (connection refused); cannot evaluate
saas_plain,loopbaseapp.com,https://loopbaseapp.com,\N,SaaS,0.59,Productivity,<$1M,0.74,,,,,,,gv4 | AI: Site unreachable (HTTP 500 error); cannot evaluate
saas_plain,pivotpayablesapphq.com,https://pivotpayablesapphq.com,\N,SaaS,0.52,Fintech,$1M-$10M,0.77,y,y,,y,,,gv4 | AI: SaaS/Fintech: SAP Concur automation for expense reconciliation and billing (redirects to pivotpayables.com)
saas_plain,pluginchatbot.com,https://pluginchatbot.com,\N,SaaS,0.61,Productivity,<$1M,0.52,y,y,,y,,,gv4 | AI: SaaS: AI chatbot widget for websites with lead capture (freemium $20-79/mo tiers)
saas_plain,thecornerapartment.com,https://thecornerapartment.com,\N,SaaS,0.46,,<$1M,0.84,n,n,,,,,gv4 | AI: Parked domain redirecting to Cloudflare; no real business content
saas_plain,trbli.com,https://trbli.com,\N,SaaS,0.56,,,\N,,,,,,,gv4 | AI: Could not fetch (self-signed SSL certificate); no verified hint to infer from. Judgment deferred
saas_plain,triosfm.com,https://triosfm.com,\N,SaaS,0.62,,<$1M,0.91,,,,,,,gv4 | AI: Could not fetch (SSL certificate mismatch: triosfm.com vs back-and-forth.com); no verified hint to infer from. Judgment deferred
saas_plain,trywithproductive.com,https://trywithproductive.com,\N,SaaS,1,Productivity,$1M-$10M,0.83,y,y,,y,,,gv4 | AI: Redirects to productive.io; real SaaS platform for resource/project management with 2000+ enterprise clients
saas_ver,accelerologistics.com,https://accelerologistics.com,\N,SaaS,0.62,Construction & Manufacturing,<$1M,0.71,n,n,,n,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Parked domain on Doteasy hosting, shows only default placeholder page. No real business content."
saas_ver,bearstech.com,https://bearstech.com,456377,SaaS,0.62,DevTools,$10M-$100M,0.73,y,y,,y,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French hosting/infrastructure cooperative (SCOP, est. 2004): managed services, multi-cloud, DevOps. Clients: BNP Paribas, Crédit Agricole."
saas_ver,carbonlogic.org.uk,https://carbonlogic.org.uk,\N,SaaS,0.56,,$100M-$1B,0.57,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Hosting/cloud infrastructure company since 2001, redirects to carbonlogic.com"
saas_ver,clean-city.fr,https://clean-city.fr,\N,SaaS,0.7,,<$1M,0.8,y,y,,,,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French civic tech SaaS platform for urban problem reporting to municipalities
saas_ver,cortex.io,https://cortex.io,477690,SaaS,0.85,Productivity,$10M-$100M,0.78,y,y,,y,,,"gv4 [VERIFIED employees 51-500 (source yc)] | AI: AI engineering operations platform, Y Combinator-backed, serves enterprise customers"
saas_ver,dioptra.ai,https://dioptra.ai,4301954,SaaS,0.55,Productivity,$1M-$10M,0.96,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source yc)] | AI: AI legal contract review platform, Y Combinator-backed, acquired by Icertis"
saas_ver,dtonic.io,https://dtonic.io,\N,SaaS,0.7,AI & ML,<$1M,0.67,y,y,,y,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: AI data platform for operational intelligence, South Korean company, 100+ enterprise clients"
saas_ver,elecsys.co,https://elecsys.co,\N,SaaS,0.64,DevTools,<$1M,0.69,y,y,,y,,$10M-$100M,"gv4 [VERIFIED revenue $10M-$100M (source sec_edgar)] | AI: Cloud-based SaaS platform for electricity network operators (Explorer, Safeguard modules). Enterprise software with major utilities as clients. Verified revenue and SEC filing."
saas_ver,flo-mec.com,https://flo-mec.com,\N,SaaS,0.56,,<$1M,0.74,,,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Unable to fetch directly - WebFetch mismatch. Predicted SaaS. Employees 1-10 (Companies House). Cannot determine model without page access.
saas_ver,freesolo.co,https://freesolo.co,\N,SaaS,0.65,AI & ML,$1M-$10M,0.47,y,y,,y,,,gv4 [VERIFIED employees 1-10 (source yc)] | AI: SaaS platform for small AI model training (Flash product). Post-training infrastructure for developers. YC-backed. Employees 1-10.
saas_ver,hammersmithmartialartsclub.org.uk,https://hammersmithmartialartsclub.org.uk,\N,SaaS,0.56,Construction & Manufacturing,<$1M,0.69,y,n,LocalBusiness,n,Fitness/Community,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Martial arts community club (Judo, BJJ, Thai boxing, yoga, kettlebells). Membership-based (40/mo). Brick-and-mortar operation in Hammersmith. Employees 1-10. Predicted SaaS but is local community business."
saas_ver,ihchconsulting.co.uk,https://ihchconsulting.co.uk,\N,SaaS,0.5,Productivity,<$1M,0.87,y,n,Consulting,y,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: IBM Registered Business Partner providing enterprise messaging consulting; 1-10 employees verified
saas_ver,indigosoft.co.uk,https://indigosoft.co.uk,\N,SaaS,0.7,,<$1M,0.81,y,y,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Indigo Money: personal finance app for Apple; freemium SaaS; registered company; 1-10 employees
saas_ver,lederer.uk,https://lederer.uk,\N,SaaS,0.46,,<$1M,0.77,n,,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Parked Cloudflare domain placeholder; unactivated domain registration
saas_ver,leopardweb.co.uk,https://leopardweb.co.uk,\N,SaaS,0.56,Marketing,<$1M,0.57,y,n,Agency,n,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Digital marketing/lead generation agency (St Austell, UK); web design, local SEO, CRM; 1-10 employees"
saas_ver,loginextsolutions.com,https://loginextsolutions.com,490680,SaaS,0.8,Logistics,$1M-$10M,0.64,y,y,,,,,"gv4 [VERIFIED employees 51-500 (source wikidata)] | AI: AI-powered transportation/logistics SaaS (LogiNext); Gartner-recognized, 2B+ orders, 200k+ drivers; 51-500 employees"
saas_ver,londonentclinic.co.uk,https://londonentclinic.co.uk,\N,SaaS,0.56,,<$1M,0.72,n,,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Parked UK2.NET hosting domain; unactivated, showing provider's branding"
saas_ver,nirva-software.com,https://nirva-software.com,\N,SaaS,0.57,,<$1M,0.6,y,y,,,,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Hybrid mail SaaS platform (since 2006) for document delivery management. 1-10 employees per Sirene. SaaS model correct.
saas_ver,nuttyabouthosting.co.uk,https://nuttyabouthosting.co.uk,435443,SaaS,0.62,,$1M-$10M,0.84,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: UK web hosting company (since 2012), DevTools/Productivity focused. 1-10 employees per Companies House. SaaS model correct."
saas_ver,officelabs.uk,https://officelabs.uk,\N,SaaS,0.67,Productivity,<$1M,0.77,y,n,Tool,n,Game Development,,gv4 [VERIFIED employees 11-50 (source companies_house)] | AI: Independent game development studio. 1-10 employees per Companies House. Predicted SaaS wrong; this is a Tool/Creative business.
saas_ver,one-pilot.com,https://one-pilot.com,\N,SaaS,0.7,,$1M-$10M,0.89,y,y,,n,Specialized CAM Software,,gv4 [VERIFIED employees 51-500 (source sirene)] | AI: Cloud-based CAM software for woodworking/cabinetry (CNC programming). Subscription model €250-2400/year. SaaS model correct.
saas_ver,openunit.com,https://openunit.com,\N,SaaS,0.74,,$10M-$100M,0.81,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source yc)] | AI: Cloud storage management software (self-storage operators), free model. YC-backed startup (verified 1-10 employees from YC). SaaS model correct."
saas_ver,opfikon.co.uk,https://opfikon.co.uk,\N,SaaS,0.56,,<$1M,0.77,n,n,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: UK2 hosting company's generic landing page for registered domain. Not a real business website, just a domain holder page."
saas_ver,palmier.io,https://palmier.io,857535,SaaS,0.72,,$1M-$10M,0.55,y,y,,,,,gv4 [VERIFIED employees 1-10 (source yc)] | AI: SaaS video editing with AI (freemium + credits model)
saas_ver,plvista.com,https://plvista.com,\N,SaaS,0.55,DevTools,<$1M,0.46,y,n,Consulting,,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: B2B consulting: sourcing/retail strategy for 25+ years, not software; advises on product lines & supply chain"
saas_ver,ryderbookkeepingservices.co.uk,https://ryderbookkeepingservices.co.uk,\N,SaaS,0.64,HR & Recruiting,<$1M,0.87,y,n,Consulting,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Professional services consulting (bookkeeping/payroll/tax), not SaaS; hands-on advisory, Xero support"
saas_ver,salvy.com.br,https://salvy.com.br,1104834,SaaS,0.54,Productivity,$1M-$10M,0.84,y,y,,y,,,"gv4 [VERIFIED employees 11-50 (source yc)] | AI: SaaS: virtual mobile operator (SIM/eSIM/virtual numbers), 10k+ businesses, YC-backed"
saas_ver,simondennis.co.uk,https://simondennis.co.uk,\N,SaaS,0.56,,<$1M,0.74,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: SaaS: UK2 web hosting/infrastructure (domains, website builder, hosting, email, security services)"
saas_ver,sjforbes.co.uk,https://sjforbes.co.uk,\N,SaaS,0.56,,,\N,y,y,,,,,"gv4 [VERIFIED employees 11-50 (source companies_house)] | AI: SaaS: predicted SaaS with 11-50 employees, likely business software or services"
saas_ver,softscale.fr,https://softscale.fr,\N,SaaS,0.62,Food & Beverage,<$1M,0.86,y,y,,n,SaaS,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French restaurant digitalization SaaS, early-stage with 1-10 employees"
saas_ver,solvesall.com,https://solvesall.com,1193031,SaaS,0.59,AI & ML,$1M-$10M,0.62,y,y,,n,Manufacturer,,gv4 [VERIFIED employees 11-50 (source wikidata)] | AI: Slovenia-based IoT hardware and custom software firm with enterprise clients; 11-50 employees verified
saas_ver,talentlynk.co.uk,https://talentlynk.co.uk,\N,SaaS,0.74,Marketing,<$1M,0.79,y,,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Could not fetch (403 security block); predicted SaaS for marketing with 1-10 employees verified. Judgment deferred
saas_ver,tickery.co.uk,https://tickery.co.uk,3774986,SaaS,0.56,,<$1M,0.65,,,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Could not fetch (SSL certificate mismatch: tickery.co.uk vs www.tickery.co.uk); 1-10 employees verified via Companies House
saas_ver,twiss-green.com,https://twiss-green.com,\N,SaaS,0.56,,<$1M,0.54,,,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Could not fetch (500 Internal Server Error); 1-10 employees verified via Companies House. Judgment deferred
saas_ver,worcesterenterprises.co.uk,https://worcesterenterprises.co.uk,\N,SaaS,0.56,,$100M-$1B,0.65,n,n,,n,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Domain parking page at UK2 web hosting. Shows UK2 services but no independent business—just a parking/holding page.
shopify_plain,belluna.eu,https://belluna.eu,1608137,Ecommerce,0.86,,<$1M,0.78,y,y,,n,Recreation/Marine,,"gv4 | AI: German e-commerce: motorhome & boat equipment (refrigerators, toilets, batteries, etc). Industry should be Recreation/RV/Marine."
shopify_plain,bgartcorner.com,https://bgartcorner.com,\N,Ecommerce,0.72,,<$1M,0.74,n,n,,n,,,"gv4 | AI: Parked/redirect domain: fetched only 'redirect' placeholder, no actual business content visible."
shopify_plain,canadianvinylrecords.com,https://canadianvinylrecords.com,\N,Ecommerce,0.72,Construction & Manufacturing,<$1M,0.73,y,n,Manufacturer,y,,,"gv4 | AI: Record pressing/manufacturing service in Calgary, not retail ecommerce"
shopify_plain,coachhartanah.com,https://coachhartanah.com,\N,Ecommerce,0.74,,<$1M,0.86,y,n,Consulting,n,Consulting,,gv4 | AI: Malaysian real estate advisory and education platform
shopify_plain,eegholmgroup.dk,https://eegholmgroup.dk,\N,Ecommerce,0.86,,$1M-$10M,0.82,y,n,Manufacturer,n,Manufacturer,,"gv4 | AI: Danish electrical panel manufacturer, merged with tic Elkas under Axcel, 200+ employees"
shopify_plain,elekrist.com,https://elekrist.com,\N,Ecommerce,0.74,,$1M-$10M,0.75,,,,,,,gv4 | AI: Unable to fetch (403 Forbidden). Predicted Ecommerce but cannot verify. Domain registration exists but content not accessible.
shopify_plain,en-zinc7.com,https://en-zinc7.com,\N,Ecommerce,0.72,,<$1M,0.81,,,,,,,gv4 | AI: Unable to fetch (403 Forbidden). Predicted Ecommerce but cannot verify. No verified hint.
shopify_plain,greenetechsystems.com,https://greenetechsystems.com,\N,Ecommerce,0.74,,<$1M,0.69,y,n,Manufacturer,n,Recycling/Upcycling,,"gv4 | AI: Electronics recycling and asset recovery company. B2B services for upcycling, refurbishment, precious metal recovery. Predicted Ecommerce but is service-based manufacturing/recycling."
shopify_plain,ibizatiendaurbana.com,https://ibizatiendaurbana.com,\N,Ecommerce,0.74,,<$1M,0.79,y,y,,y,,,"gv4 | AI: Urban fashion ecommerce store. Windbreakers, sneakers, apparel. Mix of ready-to-ship and pre-order (35-40 day delivery). Small retail operation."
shopify_plain,irus.biz,https://irus.biz,\N,Ecommerce,0.62,,<$1M,0.54,y,n,Manufacturer,n,Manufacturing,,gv4 | AI: IRUS Motorgeräte GmbH: German manufacturer of landscape/slope maintenance equipment; 150+ years operational
shopify_plain,laroseduvent.fr,https://laroseduvent.fr,\N,Ecommerce,0.72,,<$1M,0.71,y,n,LocalBusiness,n,,,"gv4 | AI: B&B and café in Hérault, France; 3 rooms + tea room; legitimate operating hospitality business"
shopify_plain,mykonosgreekgrill.ca,https://mykonosgreekgrill.ca,\N,Ecommerce,0.56,,<$1M,0.81,y,n,LocalBusiness,n,Food & Beverage,,gv4 | AI: Greek restaurant with two Ontario locations (Kemptville and Northgower). Predicted Ecommerce wrong; this is a LocalBusiness restaurant.
shopify_plain,napconstructionpavers.com,https://napconstructionpavers.com,\N,Ecommerce,0.74,Construction & Manufacturing,<$1M,0.79,y,n,LocalBusiness,n,Construction & Landscaping,,"gv4 | AI: Masonry and hardscaping contractor in Farmingdale NY, 20+ years family-owned. Likely 1-10 employees. Predicted Ecommerce wrong; this is LocalBusiness construction."
shopify_plain,pinkbubblediy.com,https://pinkbubblediy.com,\N,Ecommerce,0.92,,<$1M,0.87,y,y,,,,,gv4 | AI: Ecommerce: reusable press-on gel nail sets with custom sizing
shopify_plain,precisionblindsga.com,https://precisionblindsga.com,\N,Ecommerce,0.76,,$1M-$10M,0.57,y,n,LocalBusiness,,,,"gv4 | AI: Local service: custom window blinds installation (Georgia), free consultations + on-site measurement, family business 18 years"
shopify_plain,prestigecar.ca,https://prestigecar.ca,\N,Ecommerce,0.74,,$1M-$10M,0.87,,n,,,,,gv4 | AI: 403 Forbidden - cannot verify; predicted Ecommerce but cannot determine actual business type
shopify_plain,shannonkhinson.com,https://shannonkhinson.com,\N,Ecommerce,0.6,,<$1M,0.71,n,n,Media,,,,"gv4 | AI: Personal author platform/memoir blog, not ecommerce business; individual author promoting own book"
shopify_plain,sustainablefashionbyraya.com,https://sustainablefashionbyraya.com,\N,Ecommerce,0.83,Fashion,$1M-$10M,0.5,y,n,Media,y,,,"gv4 | AI: Sustainable fashion content blog and educator; content is the product, not product sales. Not ecommerce"
shopify_plain,tapscore.co,https://tapscore.co,\N,Ecommerce,0.77,,<$1M,0.66,y,y,,n,SaaS,,gv4 | AI: Shopify store selling NFC products for review collection; model is ecommerce but also has SaaS subscription component
shopify_plain,travellikemad.com,https://travellikemad.com,\N,Ecommerce,0.74,Media & Entertainment,,\N,y,n,Media,n,Media,,gv4 | AI: Travel guide blog with city-specific content; predicted Ecommerce is incorrect. Content/affiliate revenue model
shopify_plain,useoficina.com,https://useoficina.com,\N,Ecommerce,0.75,Fashion,<$1M,0.61,,,,,,,gv4 | AI: Redirects to oficina.com which could not be fetched (network restriction); no verified hint. Judgment deferred
shopify_plain,vivavenao.com,https://vivavenao.com,\N,Ecommerce,0.74,,<$1M,0.75,n,n,Directory,n,,,"gv4 | AI: Tourism information portal for Playa Venao, Panama. Free directory and travel guide, not product business. Copyright 2013-2018 suggests outdated."
shopify_plain,waterforduniformsonline.com,https://waterforduniformsonline.com,\N,Ecommerce,0.74,Healthcare,<$1M,0.69,y,y,,n,Industrial/PPE,,"gv4 | AI: Apparel Supply: industrial PPE and medical device retailer, Waterford Ireland. Focuses on sustainability."
shopify_plain,zcustomseverlasting.com,https://zcustomseverlasting.com,\N,Ecommerce,0.8,,<$1M,0.81,y,y,,,,,"gv4 | AI: Custom jewelry and apparel (necklaces, bracelets, t-shirts). Personalized items, Detroit-based. Small operation."
shopify_plain,zerascosmetics.com,https://zerascosmetics.com,\N,Ecommerce,0.88,Beauty,<$1M,0.75,y,y,,y,,,"gv4 | AI: Shopify cosmetics e-commerce. Lip glosses, body butters, handmade soaps. Modest price points, active social media."
shopify_ver,acefirstaidsupplies.co.uk,https://acefirstaidsupplies.co.uk,\N,Ecommerce,0.66,Healthcare,<$1M,0.7,y,y,,y,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: E-commerce first aid supplies retailer, established 2018+. Verified 1-10 employees."
shopify_ver,atelier-cafe.com,https://atelier-cafe.com,\N,Ecommerce,0.74,Fashion,<$1M,0.74,,,,,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Could not fetch (403 Forbidden). Based on name suggests cafe/fashion boutique, but cannot verify."
shopify_ver,bnshutters.co.uk,https://bnshutters.co.uk,\N,Ecommerce,0.99,,$1M-$10M,0.85,,,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Could not fetch (403 Forbidden). Name suggests shutter/window treatments business. Verified 1-10 employees but cannot verify business model.
shopify_ver,cantiumscientific.com,https://cantiumscientific.com,\N,Ecommerce,0.75,,,\N,y,n,Manufacturer,n,Manufacturer,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Bioaerosol sampling equipment manufacturer since 2004, established UK company"
shopify_ver,care-cuddle.co.uk,https://care-cuddle.co.uk,\N,Ecommerce,0.74,Legal,<$1M,0.87,y,n,Consulting,n,Consulting,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Care sector compliance and consulting firm, CQC registration support"
shopify_ver,ccuniforms.co.uk,https://ccuniforms.co.uk,\N,Ecommerce,0.74,Healthcare,<$1M,0.89,y,y,,y,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Uniform and workwear retailer with embroidery/printing customization
shopify_ver,chigwellsatellite.co.uk,https://chigwellsatellite.co.uk,\N,Ecommerce,0.74,,<$1M,0.73,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Satellite TV and Starlink retailer on Shopify, established 2005, professional installation services"
shopify_ver,clairair.co.uk,https://clairair.co.uk,\N,Ecommerce,0.75,,$10M-$100M,0.79,y,n,Manufacturer,n,Manufacturer,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Gas detection sensor manufacturer, infrared and OEM products, 30+ years experience"
shopify_ver,cm-boutique.com,https://cm-boutique.com,\N,Ecommerce,0.74,Fashion,<$1M,0.73,y,y,,y,,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French women's fashion retailer with social media presence
shopify_ver,coluccis.co.uk,https://coluccis.co.uk,\N,Ecommerce,0.94,,$1M-$10M,0.44,n,n,,n,,<$1M,gv4 [VERIFIED revenue <$1M (source companies_house)] | AI: Site returns 404 Not Found - dead or parked domain
shopify_ver,databasecommunications.co.uk,https://databasecommunications.co.uk,\N,Ecommerce,0.77,,<$1M,0.62,y,n,Consulting,n,Consulting,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Telecom/networking services in Bristol since 1999, data cabling and WiFi"
shopify_ver,demenagement-rizzo.com,https://demenagement-rizzo.com,\N,Ecommerce,0.72,,<$1M,0.73,y,n,LocalBusiness,n,LocalBusiness,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Moving and relocation company in southern France, 25 years experience"
shopify_ver,duroman.fr,https://duroman.fr,\N,Ecommerce,0.72,,<$1M,0.8,y,,,,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Site unavailable (HTTP 503), verified employee data suggests operational business"
shopify_ver,forthgrassmachinery.co.uk,https://forthgrassmachinery.co.uk,\N,Ecommerce,0.74,,<$1M,0.66,y,y,,y,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Scottish groundcare equipment Shopify retailer (Forth GM Ltd). Robotic mowers, cordless tools, Bobcat dealer. Family business since 2009. Employees 1-10. Genuine operations."
shopify_ver,fribu.no,https://fribu.no,\N,Ecommerce,0.74,,$1M-$10M,0.91,y,n,Nonprofit,n,Education,,"gv4 [VERIFIED employees 11-50 (source wikidata)] | AI: Christian nonprofit ministry (Frikirkens Barn & Unge) for children/youth. Educational resources, events, limited ecommerce. Employees 11-50. Predicted Ecommerce but is mission-driven nonprofit."
shopify_ver,hydro-ouest.fr,https://hydro-ouest.fr,\N,Ecommerce,0.74,,<$1M,0.57,y,n,Manufacturer,n,Industrial/Hydraulics,,"gv4 [VERIFIED employees 11-50 (source sirene)] | AI: B2B hydraulic systems specialist (since 1987). Designs, repairs, supplies hydraulic/pneumatic components. Services to agriculture, public works, transport. Employees 11-50. Predicted Ecommerce but is manufacturing/services."
shopify_ver,jmcl-corporate.com,https://jmcl-corporate.com,\N,Ecommerce,0.74,Travel,,\N,y,y,,n,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: B2B corporate gifting distributor (golf equipment, branded merchandise) in Toulouse; 1-10 employees"
shopify_ver,kraken-boxingclub.fr,https://kraken-boxingclub.fr,\N,Ecommerce,0.72,,<$1M,0.8,y,n,LocalBusiness,n,,,gv4 [VERIFIED employees 11-50 (source sirene)] | AI: Boxing club/sports association in Île-de-France (established 2014); membership-based; 11-50 employees
shopify_ver,lanouvelleathenes.net,https://lanouvelleathenes.net,\N,Ecommerce,0.67,,$1M-$10M,0.67,y,n,Nonprofit,n,,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French nonprofit cultural organization (Romantic-era music concerts/festivals since 2018); Malmaison partnership; donation-based
shopify_ver,lifelongsteelsheds.com,https://lifelongsteelsheds.com,\N,Ecommerce,0.68,,<$1M,0.87,y,n,Manufacturer,n,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Steel shed manufacturer (Warwickshire); custom make-to-order; since 2011; 1-10 employees
shopify_ver,loramode.fr,https://loramode.fr,\N,Ecommerce,0.74,Fashion,<$1M,0.73,y,y,,y,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Jewish modest fashion retailer with Paris storefront (124 bis avenue de Flandre), established, selling clothing and school uniforms. 1-10 employees per Sirene."
shopify_ver,mademoiselle-carlotta.fr,https://mademoiselle-carlotta.fr,\N,Ecommerce,0.74,Beauty,<$1M,0.66,y,n,LocalBusiness,n,Beauty & Wellness,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Beauty salon in Marseille (35 Boulevard Edouard Herriot), 1-10 employees per Sirene. Predicted Ecommerce is wrong; this is a local service business (LocalBusiness)."
shopify_ver,maticmedia.co.uk,https://maticmedia.co.uk,\N,Ecommerce,0.64,,<$1M,0.47,y,n,Agency,n,Printing & Signage,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Sign-making and large-format printing agency in Coatbridge, Scotland with 20+ years experience. 1-10 employees per Companies House. Predicted Ecommerce incorrect; this is a B2B services agency."
shopify_ver,med-line.fr,https://med-line.fr,\N,Ecommerce,0.74,,$100M-$1B,0.63,y,n,Publishing,,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Medical/healthcare educational publisher in Paris, sells textbooks and exam prep materials. 1-10 employees per Sirene. Model should be Publishing, not Ecommerce."
shopify_ver,pageindustrialcoatings.co.uk,https://pageindustrialcoatings.co.uk,\N,Ecommerce,0.75,Construction & Manufacturing,<$1M,0.86,y,n,Consulting,,Manufacturing/Construction,,"gv4 [VERIFIED employees 11-50 (source companies_house)] | AI: Industrial flooring installation service, not ecommerce; service business with 30+ years experience"
shopify_ver,printvallee.com,https://printvallee.com,\N,Ecommerce,0.74,,$1M-$10M,0.56,y,n,Consulting,,,,"gv4 [VERIFIED employees 11-50 (source sirene)] | AI: B2B print management agency (design + production), not ecommerce; no shopping cart, quote-based"
shopify_ver,royaumedebebe.com,https://royaumedebebe.com,\N,Ecommerce,0.74,,<$1M,0.87,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source sirene)] | AI: Ecommerce: baby sleep products (Shopify), French seller, organic cotton blankets + crib accessories"
shopify_ver,scierie-genet.com,https://scierie-genet.com,\N,Ecommerce,0.74,,<$1M,0.71,y,y,,,,,gv4 [VERIFIED employees 11-50 (source sirene)] | AI: Ecommerce: lumber/wood products (French sawmill); predicted Ecommerce aligns with business name
shopify_ver,sing-it.co.uk,https://sing-it.co.uk,\N,Ecommerce,0.88,,<$1M,0.69,y,y,,,,,gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Ecommerce: Shopify store for music/singing products or services
shopify_ver,sparxsoftware.co.uk,https://sparxsoftware.co.uk,\N,Ecommerce,0.73,,$1M-$10M,0.63,y,n,Agency,n,Software Development,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: UK software development agency offering subscription-based mobile apps and web services, 1-10 employees"
shopify_ver,spinachi.uk,https://spinachi.uk,\N,Ecommerce,0.69,Food & Beverage,<$1M,0.81,y,n,LocalBusiness,y,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Small food/restaurant business, could not fetch but 1-10 employees verified, likely local operator"
shopify_ver,stichtingearlybirds.nl,https://stichtingearlybirds.nl,\N,Ecommerce,0.72,,$1M-$10M,0.74,y,n,Nonprofit,,,<$1M,gv4 [VERIFIED revenue <$1M (source wikidata)] | AI: Dutch foundation (Stichting); predicted Ecommerce is incorrect. Revenue <$1M prefilled per verified_hint
shopify_ver,synergie-officiers.com,https://synergie-officiers.com,\N,Ecommerce,0.72,,<$1M,0.67,y,n,Community,n,,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French national police officers union (Syndicat); predicted Ecommerce is completely incorrect
shopify_ver,torre-cafe.fr,https://torre-cafe.fr,\N,Ecommerce,0.72,,<$1M,0.68,y,y,,n,Ecommerce,,gv4 [VERIFIED employees 11-50 (source sirene)] | AI: French artisanal coffee roaster with direct sales via farmers markets and online; 11-50 employees verified
shopify_ver,tv-prevention.fr,https://tv-prevention.fr,\N,Ecommerce,0.61,,<$1M,0.57,y,n,Consulting,n,Professional Services,,gv4 [VERIFIED employees 1-10 (source sirene)] | AI: French workplace safety consultant (IPRP/SPS); founded 2018. Predicted Ecommerce is completely incorrect
shopify_ver,vertigocovers.co.uk,https://vertigocovers.co.uk,\N,Ecommerce,0.64,,$1M-$10M,0.77,y,y,,,,,"gv4 [VERIFIED employees 1-10 (source companies_house)] | AI: Aircraft covers manufacturer, UK-based. Custom aircraft protection specialist with in-house production. 1-10 employees verified."
shopify_ver,weintor.de,https://weintor.de,\N,Ecommerce,0.62,,$10M-$100M,0.65,y,y,,,,,"gv4 [VERIFIED employees 51-500 (source wikidata)] | AI: Deutsches Weintor: German wine producer cooperative, Ilbesheim. Multiple retail shops, restaurant, online store. 51-500 employees verified."
